회차별 추첨결과,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
년도,회차,추첨일,1등,,2등,,3등,,4등,,5등,,당첨번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,당첨자수,당첨금액,당첨자수,당첨금액,당첨자수,당첨금액,당첨자수,당첨금액,당첨자수,당첨금액,1,2,3,4,5,6,보너스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,119",2024.05.11,19,"1,396,028,764원",97,"45,574,823원","3,108","1,422,381원","155,000","50,000원","2,560,859","5,000원",1,9,12,13,20,45,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,118",2024.05.04,19,"1,477,445,132원",72,"64,980,226원","3,518","1,329,897원","145,194","50,000원","2,435,050","5,000원",11,13,14,15,16,45,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,117",2024.04.27,9,"3,028,385,542원",94,"48,325,302원","3,161","1,437,071원","155,379","50,000원","2,567,618","5,000원",3,4,9,30,33,36,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,116",2024.04.20,10,"2,695,000,238원",114,"39,400,589원","2,896","1,550,991원","145,548","50,000원","2,444,108","5,000원",15,16,17,25,30,31,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,115",2024.04.13,12,"2,257,278,282원",60,"75,242,610원","3,103","1,454,901원","158,614","50,000원","2,584,491","5,000원",7,12,23,32,34,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,114",2024.04.06,17,"1,583,813,824원",88,"50,994,006원","3,221","1,393,193원","160,537","50,000원","2,574,463","5,000원",10,16,19,32,33,38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,113",2024.03.30,14,"1,987,426,822원",57,"81,356,654원","2,936","1,579,472원","146,997","50,000원","2,444,535","5,000원",11,13,20,21,32,44,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,112",2024.03.23,10,"2,804,455,650원",59,"79,221,912원","3,077","1,519,043원","148,163","50,000원","2,461,430","5,000원",16,20,26,36,42,44,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,111",2024.03.16,16,"1,714,662,540원",97,"47,138,490원","5,096","897,260원","171,363","50,000원","2,608,760","5,000원",3,13,30,33,43,45,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,110",2024.03.09,16,"1,647,392,719원",118,"37,229,214원","3,654","1,202,258원","173,234","50,000원","2,747,163","5,000원",3,7,11,20,22,41,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,109",2024.03.02,17,"1,584,352,875원",84,"53,440,474원","3,347","1,341,202원","180,255","50,000원","2,734,683","5,000원",10,12,13,19,33,40,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,108",2024.02.24,14,"1,957,990,849원",96,"47,590,056원","3,227","1,415,757원","157,579","50,000원","2,572,268","5,000원",7,19,26,37,39,44,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,107",2024.02.17,14,"2,025,625,233원",82,"57,639,743원","3,357","1,407,942원","162,265","50,000원","2,581,512","5,000원",6,14,30,31,40,41,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,106",2024.02.10,11,"2,790,462,819원",67,"76,355,948원","3,374","1,516,257원","168,792","50,000원","2,788,452","5,000원",1,3,4,29,42,45,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,105",2024.02.03,15,"1,834,853,800원",83,"55,266,681원","2,898","1,582,863원","148,700","50,000원","2,503,114","5,000원",6,16,34,37,39,40,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,104",2024.01.27,15,"1,817,193,100원",76,"59,776,089원","3,000","1,514,328원","148,589","50,000원","2,490,276","5,000원",1,7,21,30,35,38,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,103",2024.01.20,17,"1,574,419,633원",76,"58,695,469원","2,909","1,533,468원","144,537","50,000원","2,436,768","5,000원",10,12,29,31,40,44,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,102",2024.01.13,20,"1,383,591,413원",63,"73,205,895원","3,042","1,516,099원","147,705","50,000원","2,461,606","5,000원",13,14,22,26,37,38,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,101",2024.01.06,13,"2,100,529,500원",75,"60,681,964원","3,363","1,353,300원","159,797","50,000원","2,596,082","5,000원",6,7,13,28,36,42,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,023","1,100",2023.12.30,13,"2,207,575,472원",81,"59,050,373원","2,869","1,667,160원","146,262","50,000원","2,503,154","5,000원",17,26,29,30,31,43,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,099",2023.12.23,9,"2,959,934,125원",71,"62,533,820원","2,701","1,643,800원","134,122","50,000원","2,306,011","5,000원",3,20,28,38,40,43,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,098",2023.12.16,13,"1,930,461,895원",68,"61,509,816원","2,840","1,472,771원","138,090","50,000원","2,311,866","5,000원",12,16,21,24,41,43,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,097",2023.12.09,7,"3,864,293,090원",67,"67,288,686원","2,631","1,713,547원","135,670","50,000원","2,317,263","5,000원",14,33,34,35,37,40,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,096",2023.12.02,10,"2,539,391,175원",85,"49,791,984원","2,924","1,447,442원","141,700","50,000원","2,386,598","5,000원",1,12,16,19,23,43,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,095",2023.11.25,10,"2,617,825,575원",57,"76,544,608원","2,584","1,688,484원","135,653","50,000원","2,278,659","5,000원",8,14,28,29,34,40,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,094",2023.11.18,12,"2,112,854,469원",87,"48,571,368원","2,725","1,550,719원","136,802","50,000원","2,278,728","5,000원",6,7,15,22,26,40,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,093",2023.11.11,13,"1,967,040,750원",65,"65,568,025원","2,928","1,455,575원","141,232","50,000원","2,327,509","5,000원",10,17,22,30,35,43,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,092",2023.11.04,16,"1,583,289,844원",84,"50,263,170원","3,327","1,269,044원","160,096","50,000원","2,540,721","5,000원",7,18,19,26,33,45,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,091",2023.10.28,9,"2,898,470,459원",65,"66,887,780원","2,873","1,513,299원","149,578","50,000원","2,481,449","5,000원",6,20,23,24,28,30,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,090",2023.10.21,11,"2,386,494,614원",88,"49,718,638원","2,931","1,492,747원","143,714","50,000원","2,398,962","5,000원",12,19,21,29,40,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,089",2023.10.14,9,"2,978,522,167원",79,"56,554,219원","2,825","1,581,517원","138,575","50,000원","2,338,390","5,000원",4,18,31,37,42,43,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,088",2023.10.07,11,"2,434,697,898원",94,"47,485,243원","2,991","1,492,348원","141,487","50,000원","2,352,280","5,000원",11,21,22,30,39,44,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,087",2023.09.30,16,"1,732,253,602원",71,"65,061,169원","2,989","1,545,448원","149,854","50,000원","2,506,601","5,000원",13,14,18,21,34,44,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,086",2023.09.23,17,"1,515,913,809원",67,"64,105,808원","3,270","1,313,483원","155,241","50,000원","2,500,478","5,000원",11,16,25,27,35,36,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,085",2023.09.16,23,"1,073,277,473원",80,"51,427,879원","3,471","1,185,316원","156,670","50,000원","2,475,529","5,000원",4,7,17,18,38,44,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,084",2023.09.09,15,"1,738,764,600원",107,"40,625,342원","3,003","1,447,523원","151,391","50,000원","2,512,924","5,000원",8,12,13,29,33,42,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,083",2023.09.02,15,"1,713,084,525원",72,"59,482,102원","3,274","1,308,098원","154,536","50,000원","2,501,816","5,000원",3,7,14,15,22,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,082",2023.08.26,7,"3,720,489,643원",62,"70,009,214원","2,768","1,568,126원","142,123","50,000원","2,390,544","5,000원",21,26,27,32,34,42,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,081",2023.08.19,11,"2,343,892,944원",92,"46,708,012원","2,923","1,470,112원","143,152","50,000원","2,390,493","5,000원",1,9,16,23,24,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,080",2023.08.12,7,"3,639,444,429원",82,"51,780,714원","2,720","1,561,037원","136,257","50,000원","2,254,999","5,000원",13,16,23,31,36,44,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,079",2023.08.05,9,"2,712,329,417원",85,"47,864,637원","3,212","1,266,655원","145,773","50,000원","2,344,700","5,000원",4,8,18,24,37,45,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,078",2023.07.29,12,"2,141,604,938원",77,"55,626,103원","2,691","1,591,680원","135,352","50,000원","2,334,106","5,000원",6,10,11,14,36,38,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,077",2023.07.22,7,"3,570,901,018원",98,"42,510,727원","3,235","1,287,806원","149,808","50,000원","2,428,987","5,000원",4,8,17,30,40,43,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,076",2023.07.15,9,"2,672,689,750원",86,"46,616,682원","3,109","1,289,494원","148,521","50,000원","2,417,204","5,000원",3,7,9,33,36,37,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,075",2023.07.08,9,"2,896,337,167원",160,"27,153,161원","2,750","1,579,821원","134,529","50,000원","2,267,024","5,000원",1,23,24,35,44,45,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,074",2023.07.01,12,"2,134,763,657원",78,"54,737,530원","2,711","1,574,891원","143,155","50,000원","2,311,622","5,000원",1,6,20,27,28,41,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,073",2023.06.24,11,"2,345,227,603원",62,"69,348,129원","2,994","1,436,067원","146,834","50,000원","2,387,538","5,000원",6,18,28,30,32,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,072",2023.06.17,12,"2,175,006,375원",93,"46,774,331원","2,872","1,514,629원","145,504","50,000원","2,400,605","5,000원",16,18,20,23,32,43,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,071",2023.06.10,5,"5,183,979,750원",83,"52,047,990원","2,891","1,494,287원","143,234","50,000원","2,391,950","5,000원",1,2,11,21,30,35,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,070",2023.06.03,14,"1,859,116,929원",63,"68,856,183원","2,938","1,476,495원","142,759","50,000원","2,353,987","5,000원",3,6,14,22,30,41,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,069",2023.05.27,14,"1,863,217,554원",79,"55,031,743원","3,006","1,446,277원","146,335","50,000원","2,419,527","5,000원",1,10,18,22,28,31,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,068",2023.05.20,19,"1,363,929,514원",87,"49,644,944원","3,114","1,386,998원","150,789","50,000원","2,480,427","5,000원",4,7,19,26,33,35,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,067",2023.05.13,13,"1,981,114,010원",82,"52,346,509원","3,679","1,166,734원","163,488","50,000원","2,567,588","5,000원",7,10,19,23,28,33,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,066",2023.05.06,15,"1,670,947,250원",88,"47,470,093원","3,323","1,257,108원","152,826","50,000원","2,432,046","5,000원",6,11,16,19,21,32,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,065",2023.04.29,14,"1,852,593,938원",74,"58,415,125원","3,117","1,386,821원","148,561","50,000원","2,416,212","5,000원",3,18,19,23,32,45,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,064",2023.04.22,19,"1,348,168,106원",62,"68,858,049원","3,296","1,295,267원","158,665","50,000원","2,525,390","5,000원",3,6,9,18,22,35,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,063",2023.04.15,7,"3,770,311,875원",55,"79,976,313원","2,706","1,625,535원","139,518","50,000원","2,401,618","5,000원",3,6,22,23,24,38,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,062",2023.04.08,7,"3,801,933,804원",68,"65,229,257원","2,668","1,662,515원","133,599","50,000원","2,278,058","5,000원",20,31,32,40,41,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,061",2023.04.01,11,"2,422,768,773원",99,"44,866,089원","3,003","1,479,102원","145,857","50,000원","2,425,576","5,000원",4,24,27,35,37,45,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,060",2023.03.25,28,"898,238,907원",96,"43,664,392원","4,593","912,646원","179,475","50,000원","2,566,118","5,000원",3,10,24,33,38,45,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,059",2023.03.18,13,"2,033,168,481원",83,"53,074,680원","3,127","1,408,762원","151,941","50,000원","2,516,955","5,000원",7,10,22,25,34,40,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,058",2023.03.11,13,"2,058,020,250원",60,"74,317,398원","3,074","1,450,568원","152,446","50,000원","2,545,208","5,000원",11,23,25,30,32,40,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,057",2023.03.04,17,"1,616,069,714원",664,"6,895,880원","2,962","1,545,870원","146,471","50,000원","2,461,496","5,000원",8,13,19,27,40,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,056",2023.02.25,14,"1,969,662,456원",81,"56,739,248원","3,223","1,425,964원","150,996","50,000원","2,464,595","5,000원",13,20,24,32,36,45,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,055",2023.02.18,11,"2,362,815,205원",92,"47,085,086원","3,413","1,269,215원","165,590","50,000원","2,662,001","5,000원",4,7,12,14,22,33,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,054",2023.02.11,9,"3,147,925,709원",66,"71,543,767원","2,714","1,739,827원","140,308","50,000원","2,407,955","5,000원",14,19,27,28,30,45,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,053",2023.02.04,7,"4,090,367,411원",64,"74,563,990원","2,702","1,766,135원","136,905","50,000원","2,367,764","5,000원",22,26,29,30,34,45,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,052",2023.01.28,11,"2,341,682,762원",108,"39,750,788원","2,926","1,467,220원","148,178","50,000원","2,405,830","5,000원",5,17,26,27,35,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,051",2023.01.21,18,"1,669,558,480원",70,"71,552,507원","2,824","1,773,611원","143,314","50,000원","2,477,370","5,000원",21,26,30,32,33,35,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,050",2023.01.14,17,"1,535,083,280원",70,"62,134,324원","2,866","1,517,587원","144,610","50,000원","2,402,116","5,000원",6,12,31,35,38,43,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,049",2023.01.07,15,"1,727,810,100원",89,"48,533,992원","2,968","1,455,366원","147,061","50,000원","2,462,622","5,000원",3,5,13,20,21,37,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,022","1,048",2022.12.31,17,"1,612,494,508원",102,"44,791,515원","3,817","1,196,944원","170,086","50,000원","2,721,555","5,000원",6,12,17,21,32,39,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
